img_id,filename,annotations
2384,002384.jpg,"[(15, [42, 63, 256, 305]), (12, [209, 109, 233, 260])]"
2392,002392.jpg,"[(4, [59, 105, 353, 72])]"
2401,002401.jpg,"[(15, [12, 84, 289, 416])]"
2403,002403.jpg,"[(15, [315, 113, 19, 47]), (3, [372, 181, 35, 45]), (4, [282, 29, 112, 145])]"
2405,002405.jpg,"[(13, [52, 118, 302, 289]), (15, [102, 31, 189, 289])]"
2410,002410.jpg,"[(15, [87, 27, 269, 291])]"
2411,002411.jpg,"[(7, [128, 162, 172, 97])]"
2413,002413.jpg,"[(15, [88, 8, 287, 491])]"
2419,002419.jpg,"[(14, [112, 105, 267, 157]), (15, [159, 55, 118, 160])]"
2420,002420.jpg,"[(7, [80, 47, 395, 204])]"
2423,002423.jpg,"[(19, [232, 145, 178, 92])]"
2433,002433.jpg,"[(15, [14, 110, 91, 180]), (15, [0, 102, 328, 273]), (15, [301, 41, 199, 334]), (15, [470, 22, 26, 30])]"
2436,002436.jpg,"[(7, [65, 157, 152, 53]), (7, [451, 148, 49, 51])]"
2439,002439.jpg,"[(1, [40, 101, 375, 127])]"
2442,002442.jpg,"[(11, [2, 20, 373, 477]), (5, [182, 0, 18, 35]), (5, [173, 67, 36, 131])]"
2443,002443.jpg,"[(12, [50, 174, 283, 219]), (15, [2, 134, 284, 187])]"
2445,002445.jpg,"[(8, [12, 88, 337, 402])]"
2448,002448.jpg,"[(15, [168, 92, 111, 189]), (13, [40, 145, 320, 290])]"
2458,002458.jpg,"[(14, [21, 149, 81, 54]), (15, [38, 130, 31, 55])]"
2461,002461.jpg,"[(8, [163, 48, 157, 222])]"
2465,002465.jpg,"[(4, [45, 13, 455, 309])]"
2466,002466.jpg,"[(12, [124, 91, 297, 126])]"
2468,002468.jpg,"[(3, [258, 32, 152, 134]), (3, [44, 171, 134, 159])]"
2471,002471.jpg,"[(13, [4, 42, 298, 333])]"
2472,002472.jpg,"[(15, [389, 183, 25, 63]), (15, [421, 176, 22, 71]), (15, [478, 180, 22, 64]), (1, [3, 137, 197, 108]), (1, [135, 145, 249, 90])]"
2478,002478.jpg,"[(7, [279, 249, 204, 86])]"
2480,002480.jpg,"[(8, [145, 110, 262, 202])]"
2481,002481.jpg,"[(15, [14, 18, 302, 408])]"
2483,002483.jpg,"[(16, [111, 114, 86, 160]), (16, [389, 44, 52, 218]), (8, [237, 80, 40, 57]), (8, [32, 249, 183, 86]), (15, [193, 110, 112, 261])]"
2490,002490.jpg,"[(6, [205, 136, 82, 111]), (6, [0, 133, 147, 207]), (7, [138, 206, 50, 81]), (7, [167, 208, 55, 58])]"
2494,002494.jpg,"[(10, [9, 22, 491, 352])]"
2496,002496.jpg,"[(19, [60, 69, 440, 279])]"
2500,002500.jpg,"[(4, [62, 0, 278, 471]), (4, [0, 249, 71, 165])]"
2501,002501.jpg,"[(9, [5, 123, 257, 252]), (18, [211, 134, 289, 224]), (15, [80, 116, 125, 257]), (15, [244, 124, 254, 248]), (15, [294, 91, 202, 171])]"
2502,002502.jpg,"[(19, [11, 113, 264, 299])]"
2512,002512.jpg,"[(12, [81, 39, 217, 257]), (12, [257, 127, 193, 220]), (2, [0, 187, 299, 188])]"
2514,002514.jpg,"[(15, [163, 35, 223, 298]), (15, [53, 258, 68, 60])]"
2518,002518.jpg,"[(15, [253, 127, 109, 196]), (15, [83, 150, 38, 70]), (15, [140, 137, 85, 109]), (5, [146, 197, 35, 101]), (5, [181, 200, 35, 92])]"
2519,002519.jpg,"[(14, [54, 1, 422, 374])]"
2533,002533.jpg,"[(7, [36, 40, 395, 316]), (7, [300, 120, 200, 151]), (15, [415, 63, 85, 230])]"
2534,002534.jpg,"[(7, [346, 155, 40, 30]), (7, [225, 156, 56, 41])]"
2539,002539.jpg,"[(6, [0, 0, 500, 333]), (15, [197, 104, 110, 229])]"
2544,002544.jpg,"[(7, [80, 118, 342, 159]), (7, [164, 71, 95, 43]), (7, [245, 74, 67, 37]), (7, [299, 74, 65, 33]), (7, [285, 60, 77, 37])]"
2545,002545.jpg,"[(15, [74, 42, 132, 454]), (5, [180, 61, 31, 71])]"
2547,002547.jpg,"[(3, [194, 141, 78, 143])]"
2554,002554.jpg,"[(15, [166, 107, 121, 108])]"
2555,002555.jpg,"[(13, [57, 94, 145, 205]), (13, [202, 94, 285, 281]), (15, [6, 142, 55, 131])]"
2558,002558.jpg,"[(2, [94, 124, 121, 166]), (2, [329, 169, 109, 175]), (15, [85, 38, 137, 230]), (15, [329, 73, 119, 246])]"
2559,002559.jpg,"[(7, [102, 63, 351, 230]), (9, [0, 114, 48, 69]), (16, [155, 0, 129, 107])]"
2564,002564.jpg,"[(15, [16, 47, 195, 286]), (15, [156, 33, 292, 300])]"
2569,002569.jpg,"[(16, [32, 22, 321, 460]), (16, [0, 71, 52, 346])]"
2571,002571.jpg,"[(3, [0, 4, 316, 329])]"
2572,002572.jpg,"[(5, [134, 97, 39, 98]), (5, [117, 141, 19, 54]), (9, [369, 155, 131, 172]), (9, [338, 124, 91, 149]), (15, [120, 29, 30, 78]), (15, [147, 21, 35, 85]), (15, [200, 17, 45, 69]), (15, [242, 22, 46, 65]), (15, [281, 88, 120, 200]), (15, [241, 84, 68, 91]), (15, [32, 72, 178, 261]), (15, [219, 81, 44, 96]), (15, [196, 76, 43, 99])]"
2579,002579.jpg,"[(3, [79, 73, 278, 402])]"
2590,002590.jpg,"[(19, [2, 271, 372, 172])]"
2594,002594.jpg,"[(16, [357, 29, 140, 146]), (16, [303, 100, 105, 111]), (16, [150, 81, 147, 107]), (16, [42, 120, 104, 102]), (16, [4, 38, 114, 101])]"
2595,002595.jpg,"[(7, [67, 114, 375, 120]), (15, [296, 130, 34, 29]), (15, [459, 49, 23, 97]), (15, [418, 58, 21, 87]), (15, [397, 57, 24, 87]), (15, [423, 59, 47, 139]), (15, [336, 47, 51, 88]), (15, [281, 63, 61, 58]), (15, [266, 69, 29, 46]), (15, [230, 60, 39, 61]), (15, [197, 63, 27, 77]), (15, [142, 58, 40, 91]), (15, [121, 66, 32, 85]), (15, [46, 59, 40, 115]), (15, [18, 68, 40, 115]), (15, [1, 64, 15, 117])]"
2599,002599.jpg,"[(14, [69, 42, 356, 322]), (14, [0, 99, 161, 217])]"
2603,002603.jpg,"[(3, [184, 98, 120, 147])]"
2609,002609.jpg,"[(12, [39, 39, 178, 216])]"
2611,002611.jpg,"[(15, [0, 0, 397, 351]), (12, [151, 130, 186, 168])]"
2625,002625.jpg,"[(7, [113, 296, 46, 18]), (7, [41, 293, 47, 20]), (15, [166, 282, 10, 43])]"
2627,002627.jpg,"[(18, [100, 220, 138, 78]), (20, [21, 210, 58, 65]), (11, [3, 334, 372, 166])]"
2634,002634.jpg,"[(10, [162, 101, 230, 211]), (10, [120, 140, 115, 147])]"
2635,002635.jpg,"[(3, [136, 108, 283, 173])]"
2645,002645.jpg,"[(20, [0, 185, 47, 65]), (9, [193, 174, 46, 70]), (9, [233, 175, 48, 83]), (9, [248, 167, 135, 165])]"
2647,002647.jpg,"[(7, [220, 173, 86, 39])]"
2648,002648.jpg,"[(17, [103, 156, 199, 216]), (17, [238, 147, 112, 78]), (17, [37, 99, 218, 168])]"
2653,002653.jpg,"[(4, [1, 11, 455, 364])]"
2662,002662.jpg,"[(11, [119, 169, 372, 209]), (15, [372, 41, 128, 252]), (15, [211, 13, 116, 161]), (15, [141, 33, 69, 139]), (15, [91, 54, 65, 116]), (15, [4, 52, 223, 316])]"
2664,002664.jpg,"[(3, [98, 179, 48, 39]), (3, [148, 107, 121, 66]), (3, [318, 174, 48, 40]), (3, [460, 218, 40, 48]), (3, [185, 174, 77, 43])]"
2666,002666.jpg,"[(14, [2, 173, 297, 275])]"
2669,002669.jpg,"[(10, [115, 190, 130, 97]), (15, [441, 240, 37, 54]), (10, [162, 183, 111, 86])]"
2680,002680.jpg,"[(12, [3, 35, 497, 299])]"
2682,002682.jpg,"[(7, [167, 150, 163, 129])]"
2683,002683.jpg,"[(17, [129, 122, 219, 171])]"
2684,002684.jpg,"[(13, [70, 46, 377, 447])]"
2691,002691.jpg,"[(12, [0, 231, 192, 134]), (15, [63, 26, 415, 349])]"
2697,002697.jpg,"[(12, [24, 25, 192, 473]), (12, [198, 41, 224, 363]), (12, [240, 374, 240, 124])]"
2702,002702.jpg,"[(9, [88, 188, 245, 312]), (9, [0, 273, 100, 227]), (9, [76, 198, 202, 231])]"
2704,002704.jpg,"[(7, [11, 96, 321, 404]), (7, [105, 82, 192, 84])]"
2710,002710.jpg,"[(15, [124, 62, 369, 269])]"
2713,002713.jpg,"[(13, [49, 147, 147, 339]), (15, [42, 49, 166, 330]), (15, [348, 171, 24, 67])]"
2715,002715.jpg,"[(2, [111, 282, 209, 93]), (15, [164, 209, 67, 164]), (15, [315, 214, 83, 161]), (15, [424, 219, 51, 149])]"
2722,002722.jpg,"[(2, [57, 47, 428, 270])]"
2730,002730.jpg,"[(7, [185, 87, 200, 207]), (15, [219, 130, 51, 54])]"
2735,002735.jpg,"[(13, [53, 167, 281, 266]), (15, [134, 81, 122, 189])]"
2737,002737.jpg,"[(1, [124, 90, 296, 110])]"
2738,002738.jpg,"[(4, [34, 89, 65, 76]), (4, [35, 89, 85, 91]), (4, [33, 161, 56, 44]), (4, [282, 124, 27, 38]), (4, [322, 115, 32, 50])]"
2744,002744.jpg,"[(15, [222, 143, 266, 235]), (15, [0, 17, 188, 361])]"
2745,002745.jpg,"[(5, [212, 58, 100, 384])]"
2749,002749.jpg,"[(10, [142, 184, 249, 191]), (10, [174, 24, 326, 295])]"
2755,002755.jpg,"[(15, [121, 88, 238, 220]), (15, [290, 81, 204, 276])]"
2757,002757.jpg,"[(19, [74, 56, 393, 314])]"
2759,002759.jpg,"[(14, [74, 81, 339, 229]), (7, [341, 89, 159, 86]), (7, [255, 93, 117, 60]), (15, [442, 66, 36, 115]), (15, [474, 75, 26, 41])]"
2763,002763.jpg,"[(10, [64, 116, 347, 231])]"
2765,002765.jpg,"[(1, [361, 118, 131, 54]), (1, [202, 115, 158, 57]), (1, [18, 116, 113, 58]), (1, [117, 124, 96, 48])]"
2766,002766.jpg,"[(8, [166, 115, 157, 123])]"
2774,002774.jpg,"[(13, [283, 76, 217, 299]), (13, [71, 127, 269, 248])]"
2778,002778.jpg,"[(9, [53, 219, 50, 39]), (9, [100, 222, 50, 40]), (9, [15, 234, 48, 67]), (9, [61, 261, 71, 54]), (9, [128, 270, 78, 60]), (9, [209, 280, 76, 62]), (9, [321, 293, 74, 82]), (20, [143, 99, 55, 42])]"
2779,002779.jpg,"[(7, [31, 131, 198, 103]), (7, [283, 125, 157, 118])]"
2782,002782.jpg,"[(19, [0, 33, 467, 234])]"
2783,002783.jpg,"[(6, [280, 294, 58, 60])]"
2791,002791.jpg,"[(3, [113, 114, 374, 195]), (3, [227, 17, 147, 300])]"
2795,002795.jpg,"[(15, [100, 247, 21, 48]), (15, [204, 192, 24, 44]), (14, [195, 203, 61, 46])]"
2796,002796.jpg,"[(8, [129, 226, 177, 138])]"
2801,002801.jpg,"[(11, [1, 1, 499, 374])]"
2804,002804.jpg,"[(7, [470, 148, 30, 28]), (7, [329, 130, 120, 44]), (7, [50, 130, 71, 24]), (7, [0, 134, 46, 22]), (15, [453, 137, 19, 42]), (15, [0, 155, 19, 78]), (15, [218, 155, 46, 156]), (15, [361, 161, 27, 97]), (15, [303, 150, 36, 53]), (13, [303, 169, 55, 77]), (13, [188, 195, 45, 96])]"
2807,002807.jpg,"[(14, [75, 113, 320, 336]), (15, [125, 32, 253, 352])]"
2816,002816.jpg,"[(6, [50, 144, 404, 163])]"
2817,002817.jpg,"[(16, [22, 7, 359, 312])]"
2820,002820.jpg,"[(16, [409, 228, 84, 76]), (16, [257, 242, 56, 64]), (16, [159, 227, 59, 73])]"
2826,002826.jpg,"[(12, [210, 25, 123, 158]), (12, [0, 59, 202, 137]), (15, [0, 0, 96, 181]), (15, [232, 0, 99, 184]), (15, [127, 92, 189, 369]), (12, [46, 241, 184, 217])]"
2834,002834.jpg,"[(15, [3, 1, 220, 484])]"
2841,002841.jpg,"[(15, [22, 241, 176, 173]), (15, [97, 76, 235, 358])]"
2844,002844.jpg,"[(19, [140, 36, 360, 212])]"
2845,002845.jpg,"[(17, [283, 195, 43, 21]), (17, [13, 264, 162, 83]), (17, [139, 198, 47, 37]), (17, [219, 209, 29, 20]), (17, [253, 203, 26, 24]), (17, [229, 200, 27, 20])]"
2848,002848.jpg,"[(14, [200, 14, 78, 68])]"
2855,002855.jpg,"[(18, [214, 191, 261, 183]), (15, [180, 141, 193, 196])]"
2858,002858.jpg,"[(13, [67, 78, 225, 402]), (15, [159, 32, 118, 316])]"
2864,002864.jpg,"[(15, [43, 17, 191, 344]), (15, [252, 17, 248, 329])]"
2866,002866.jpg,"[(9, [96, 273, 135, 102]), (9, [223, 254, 115, 121]), (9, [276, 235, 95, 140]), (11, [121, 224, 226, 151])]"
2867,002867.jpg,"[(6, [166, 0, 208, 456]), (6, [0, 12, 129, 377]), (15, [103, 178, 121, 273])]"
2868,002868.jpg,"[(10, [78, 233, 114, 86]), (10, [381, 218, 83, 94]), (10, [394, 261, 48, 58])]"
2869,002869.jpg,"[(1, [20, 93, 469, 133])]"
2870,002870.jpg,"[(14, [61, 109, 123, 216]), (15, [67, 14, 112, 266]), (15, [230, 137, 41, 104]), (15, [333, 184, 93, 75]), (15, [456, 134, 35, 115]), (15, [308, 156, 21, 79]), (15, [383, 157, 28, 74]), (15, [15, 142, 41, 91]), (14, [410, 178, 39, 74])]"
2873,002873.jpg,"[(1, [139, 195, 106, 26]), (17, [424, 218, 26, 19]), (17, [369, 219, 29, 22]), (17, [158, 275, 32, 19])]"
2881,002881.jpg,"[(5, [393, 340, 33, 85]), (15, [84, 42, 239, 428])]"
2899,002899.jpg,"[(6, [25, 55, 346, 335]), (15, [250, 198, 99, 244]), (15, [216, 226, 58, 208]), (15, [148, 326, 53, 123]), (15, [95, 308, 89, 156]), (15, [28, 304, 72, 170]), (15, [0, 244, 74, 204]), (15, [2, 219, 154, 99]), (15, [71, 231, 60, 110]), (15, [125, 212, 49, 33]), (15, [153, 183, 53, 54]), (15, [187, 178, 69, 57])]"
2906,002906.jpg,"[(19, [148, 194, 145, 186])]"
2914,002914.jpg,"[(15, [286, 12, 214, 362])]"
2919,002919.jpg,"[(3, [26, 3, 337, 358])]"
2931,002931.jpg,"[(5, [167, 148, 17, 64]), (5, [287, 287, 29, 88]), (20, [413, 99, 87, 109]), (15, [270, 79, 230, 296]), (15, [30, 130, 208, 245]), (5, [405, 0, 9, 29]), (5, [413, 0, 10, 29]), (5, [421, 0, 9, 29]), (5, [460, 0, 11, 31]), (5, [452, 0, 12, 30])]"
2934,002934.jpg,"[(8, [30, 4, 363, 437]), (8, [1, 262, 391, 238])]"
2937,002937.jpg,"[(7, [71, 56, 298, 242]), (7, [282, 42, 218, 137])]"
2939,002939.jpg,"[(5, [282, 160, 34, 66]), (15, [158, 100, 178, 275]), (9, [265, 205, 104, 156]), (20, [37, 107, 84, 126])]"
2953,002953.jpg,"[(5, [24, 101, 69, 224]), (5, [93, 103, 73, 234]), (5, [164, 102, 83, 245]), (20, [215, 51, 201, 253])]"
2956,002956.jpg,"[(2, [244, 177, 228, 157])]"
2957,002957.jpg,"[(9, [0, 35, 437, 340]), (12, [157, 156, 191, 84])]"
2958,002958.jpg,"[(15, [64, 1, 436, 332])]"
2962,002962.jpg,"[(15, [191, 0, 275, 326]), (15, [0, 145, 128, 186])]"
2969,002969.jpg,"[(3, [138, 124, 362, 250])]"
2975,002975.jpg,"[(19, [224, 24, 276, 183]), (15, [230, 124, 24, 68])]"
2976,002976.jpg,"[(15, [2, 198, 238, 302])]"
2987,002987.jpg,"[(15, [127, 157, 195, 177])]"
2988,002988.jpg,"[(15, [104, 17, 303, 318])]"
2989,002989.jpg,"[(20, [280, 148, 59, 56]), (9, [435, 162, 65, 129]), (9, [80, 177, 117, 88]), (18, [218, 162, 66, 42])]"
2990,002990.jpg,"[(15, [198, 176, 61, 132])]"
2992,002992.jpg,"[(2, [29, 201, 287, 222]), (15, [67, 91, 210, 269])]"
2995,002995.jpg,"[(8, [0, 23, 392, 477])]"
3002,003002.jpg,"[(16, [0, 88, 119, 301]), (15, [120, 103, 197, 315])]"
3003,003003.jpg,"[(15, [198, 138, 151, 237]), (15, [343, 129, 157, 246]), (15, [26, 180, 71, 161]), (15, [0, 173, 32, 146])]"
3007,003007.jpg,"[(7, [28, 1, 472, 295])]"
3011,003011.jpg,"[(18, [197, 191, 188, 67]), (18, [273, 217, 205, 157]), (20, [34, 140, 108, 103]), (20, [210, 149, 40, 41])]"
3013,003013.jpg,"[(7, [84, 116, 348, 175])]"
3024,003024.jpg,"[(18, [4, 71, 146, 92]), (16, [127, 0, 74, 117]), (16, [211, 31, 45, 71]), (16, [222, 30, 34, 34]), (2, [452, 95, 48, 82]), (15, [290, 73, 36, 46])]"
3027,003027.jpg,"[(7, [130, 92, 215, 114]), (13, [137, 92, 260, 197]), (15, [181, 56, 70, 140])]"
3034,003034.jpg,"[(9, [300, 173, 166, 202]), (15, [304, 200, 125, 131]), (15, [39, 96, 220, 211])]"
3042,003042.jpg,"[(9, [28, 114, 72, 66]), (11, [1, 93, 120, 54]), (11, [168, 100, 153, 74]), (11, [99, 186, 308, 180]), (15, [88, 84, 132, 210]), (15, [320, 74, 176, 298]), (15, [131, 11, 36, 73])]"
3047,003047.jpg,"[(2, [382, 79, 52, 110]), (2, [276, 86, 90, 87]), (2, [189, 79, 73, 82])]"
3051,003051.jpg,"[(7, [29, 81, 254, 126])]"
3053,003053.jpg,"[(19, [281, 177, 169, 59]), (7, [457, 209, 34, 28])]"
3061,003061.jpg,"[(9, [285, 10, 161, 210]), (9, [92, 24, 167, 134])]"
3063,003063.jpg,"[(15, [53, 8, 238, 477]), (18, [2, 42, 370, 344])]"
3066,003066.jpg,"[(3, [138, 169, 117, 101])]"
3074,003074.jpg,"[(3, [297, 166, 56, 30]), (3, [205, 191, 55, 31]), (3, [145, 218, 51, 30])]"
3077,003077.jpg,"[(9, [322, 150, 119, 102]), (9, [249, 154, 95, 100]), (15, [72, 138, 84, 151]), (15, [152, 141, 85, 144]), (15, [243, 126, 78, 140]), (15, [351, 133, 84, 129])]"
3083,003083.jpg,"[(7, [343, 454, 32, 26]), (6, [269, 425, 106, 55])]"
3085,003085.jpg,"[(8, [173, 80, 154, 186])]"
3088,003088.jpg,"[(5, [106, 268, 48, 98]), (15, [68, 64, 262, 311]), (15, [208, 90, 78, 121])]"
3092,003092.jpg,"[(7, [153, 45, 287, 202])]"
3100,003100.jpg,"[(15, [135, 192, 45, 105]), (12, [48, 262, 127, 68]), (12, [219, 263, 75, 56]), (12, [213, 242, 56, 44]), (12, [152, 277, 76, 45])]"
3103,003103.jpg,"[(7, [32, 63, 296, 123])]"
3105,003105.jpg,"[(10, [41, 55, 310, 216]), (10, [247, 112, 211, 177])]"
3106,003106.jpg,"[(8, [207, 237, 197, 87]), (15, [184, 14, 217, 360])]"
3107,003107.jpg,"[(15, [0, 130, 274, 370])]"
3108,003108.jpg,"[(18, [213, 42, 287, 291]), (5, [363, 272, 25, 82])]"
3110,003110.jpg,"[(12, [212, 126, 63, 140]), (12, [120, 106, 68, 128])]"
3116,003116.jpg,"[(3, [99, 66, 388, 334])]"
3122,003122.jpg,"[(5, [4, 264, 112, 76]), (5, [411, 253, 26, 65]), (15, [32, 77, 160, 298]), (15, [175, 84, 177, 291]), (15, [308, 67, 192, 308])]"
3124,003124.jpg,"[(14, [53, 28, 422, 297]), (15, [307, 1, 88, 124])]"
3133,003133.jpg,"[(1, [31, 54, 404, 159])]"
3134,003134.jpg,"[(15, [63, 85, 121, 232]), (15, [159, 71, 141, 213]), (15, [269, 0, 214, 366])]"
3135,003135.jpg,"[(19, [1, 113, 496, 163])]"
3138,003138.jpg,"[(15, [204, 75, 241, 300]), (15, [0, 118, 144, 256]), (15, [386, 121, 68, 99])]"
3140,003140.jpg,"[(15, [276, 25, 224, 310]), (15, [15, 75, 328, 260])]"
3145,003145.jpg,"[(15, [16, 26, 335, 349]), (15, [314, 38, 186, 337])]"
3146,003146.jpg,"[(16, [42, 152, 172, 167])]"
3147,003147.jpg,"[(12, [152, 144, 214, 113]), (15, [53, 33, 86, 215])]"
3149,003149.jpg,"[(5, [71, 35, 82, 253]), (5, [177, 15, 131, 59]), (5, [143, 45, 153, 180]), (5, [244, 48, 143, 100]), (5, [130, 30, 334, 301]), (5, [139, 223, 256, 152])]"
3150,003150.jpg,"[(15, [193, 70, 270, 270]), (15, [107, 43, 150, 145]), (15, [0, 52, 132, 234]), (18, [0, 68, 303, 205])]"
3155,003155.jpg,"[(3, [3, 120, 310, 299])]"
3157,003157.jpg,"[(20, [136, 56, 167, 129])]"
3159,003159.jpg,"[(15, [329, 83, 119, 233]), (15, [51, 96, 140, 198]), (15, [0, 62, 41, 236]), (5, [265, 217, 22, 69]), (5, [247, 199, 22, 69]), (5, [187, 293, 32, 67])]"
3161,003161.jpg,"[(17, [393, 157, 57, 119]), (17, [329, 176, 52, 108]), (17, [219, 166, 53, 114]), (17, [173, 161, 52, 115]), (12, [112, 160, 45, 64])]"
3163,003163.jpg,"[(6, [55, 65, 386, 175])]"
3165,003165.jpg,"[(7, [41, 51, 232, 250])]"
3169,003169.jpg,"[(8, [53, 112, 421, 220])]"
3175,003175.jpg,"[(2, [0, 322, 292, 178]), (15, [9, 99, 316, 401])]"
3181,003181.jpg,"[(5, [285, 141, 43, 130]), (5, [355, 156, 60, 147]), (15, [1, 31, 269, 302]), (15, [0, 2, 65, 77])]"
3183,003183.jpg,"[(1, [219, 175, 24, 16])]"
3184,003184.jpg,"[(8, [1, 73, 499, 302]), (8, [146, 77, 284, 284])]"
3185,003185.jpg,"[(15, [230, 168, 86, 111]), (15, [311, 169, 108, 118]), (5, [431, 209, 51, 157]), (5, [389, 212, 26, 81]), (15, [104, 72, 127, 303]), (15, [34, 65, 84, 310])]"
3188,003188.jpg,"[(2, [53, 124, 267, 251]), (15, [256, 3, 179, 372])]"
3202,003202.jpg,"[(9, [333, 118, 65, 88]), (9, [171, 138, 124, 137]), (16, [25, 116, 102, 135])]"
3204,003204.jpg,"[(20, [171, 194, 107, 105])]"
3205,003205.jpg,"[(15, [27, 75, 279, 301]), (9, [10, 167, 312, 280])]"
3211,003211.jpg,"[(16, [305, 121, 122, 245]), (16, [333, 172, 41, 126]), (16, [205, 194, 41, 93])]"
3214,003214.jpg,"[(7, [229, 142, 267, 78])]"
3229,003229.jpg,"[(1, [346, 160, 87, 65])]"
3231,003231.jpg,"[(7, [37, 269, 130, 97])]"
3233,003233.jpg,"[(1, [0, 77, 498, 267])]"
3236,003236.jpg,"[(15, [308, 266, 68, 74]), (15, [1, 144, 48, 48]), (18, [242, 0, 258, 282])]"
3240,003240.jpg,"[(7, [183, 140, 191, 138]), (7, [0, 411, 130, 89]), (2, [48, 338, 63, 78]), (7, [3, 0, 142, 31])]"
3242,003242.jpg,"[(3, [180, 147, 92, 104])]"
3244,003244.jpg,"[(19, [0, 141, 498, 104])]"
3247,003247.jpg,"[(15, [260, 13, 120, 319]), (15, [157, 28, 108, 307])]"
3253,003253.jpg,"[(12, [7, 125, 242, 280]), (12, [312, 18, 188, 286]), (15, [0, 0, 500, 426])]"
3254,003254.jpg,"[(3, [209, 131, 92, 74])]"
3259,003259.jpg,"[(5, [466, 242, 34, 91]), (15, [96, 52, 202, 246])]"
3260,003260.jpg,"[(20, [260, 110, 66, 88]), (15, [10, 57, 102, 392]), (15, [117, 75, 84, 356]), (15, [186, 71, 75, 354])]"
3261,003261.jpg,"[(7, [217, 177, 22, 21]), (15, [0, 0, 206, 374]), (15, [0, 0, 205, 375])]"
3269,003269.jpg,"[(5, [358, 0, 142, 373]), (5, [216, 1, 141, 372]), (5, [53, 0, 167, 374])]"
3270,003270.jpg,"[(3, [117, 79, 210, 226]), (15, [148, 18, 139, 315])]"
3273,003273.jpg,"[(3, [140, 103, 165, 181])]"
3279,003279.jpg,"[(18, [173, 84, 327, 186])]"
3280,003280.jpg,"[(15, [106, 58, 388, 275])]"
3282,003282.jpg,"[(15, [136, 178, 198, 265]), (15, [1, 18, 333, 482])]"
3284,003284.jpg,"[(16, [335, 185, 106, 42]), (15, [60, 171, 173, 201]), (12, [344, 302, 99, 73])]"
3290,003290.jpg,"[(13, [237, 75, 166, 210]), (13, [120, 128, 128, 118]), (15, [180, 89, 50, 113]), (15, [311, 23, 93, 195]), (15, [285, 79, 29, 27])]"
3292,003292.jpg,"[(15, [17, 113, 31, 58]), (15, [45, 127, 29, 74]), (15, [268, 136, 37, 85]), (15, [125, 43, 106, 197])]"
3303,003303.jpg,"[(15, [196, 174, 86, 134]), (15, [61, 161, 88, 143]), (13, [211, 211, 49, 136]), (13, [77, 220, 55, 119])]"
3308,003308.jpg,"[(8, [173, 57, 84, 47]), (9, [10, 276, 171, 224])]"
3320,003320.jpg,"[(15, [332, 79, 158, 254]), (15, [206, 82, 156, 251]), (15, [0, 70, 185, 263]), (15, [9, 161, 44, 59]), (15, [287, 135, 36, 46])]"
3330,003330.jpg,"[(3, [267, 95, 108, 152]), (3, [165, 69, 73, 77])]"
3331,003331.jpg,"[(7, [160, 139, 153, 87]), (7, [437, 133, 63, 46]), (7, [100, 144, 90, 37]), (7, [279, 138, 72, 33]), (7, [421, 120, 59, 33])]"
3336,003336.jpg,"[(14, [2, 60, 240, 315]), (14, [290, 20, 129, 71]), (14, [143, 28, 104, 61])]"
3337,003337.jpg,"[(4, [70, 145, 295, 65])]"
3338,003338.jpg,"[(3, [195, 74, 139, 211])]"
3339,003339.jpg,"[(12, [20, 23, 294, 265])]"
3343,003343.jpg,"[(12, [166, 81, 241, 252])]"
3349,003349.jpg,"[(3, [87, 54, 240, 235])]"
3350,003350.jpg,"[(11, [0, 0, 472, 332])]"
3354,003354.jpg,"[(10, [92, 74, 164, 149])]"
3355,003355.jpg,"[(15, [225, 121, 151, 155]), (7, [1, 1, 323, 241]), (7, [328, 1, 172, 133]), (7, [219, 52, 267, 123])]"
3356,003356.jpg,"[(20, [98, 62, 289, 264])]"
3359,003359.jpg,"[(7, [21, 30, 405, 335]), (7, [341, 36, 159, 193])]"
3363,003363.jpg,"[(7, [1, 232, 313, 247]), (7, [299, 258, 35, 33])]"
3365,003365.jpg,"[(1, [117, 107, 333, 90])]"
3367,003367.jpg,"[(15, [0, 173, 38, 80]), (14, [14, 212, 97, 90]), (16, [353, 166, 36, 101]), (16, [386, 129, 32, 41]), (16, [421, 127, 26, 44]), (16, [475, 141, 21, 32])]"
3369,003369.jpg,"[(15, [258, 211, 26, 99]), (15, [224, 214, 28, 96]), (1, [0, 0, 447, 299])]"
3373,003373.jpg,"[(12, [231, 159, 210, 170]), (15, [175, 0, 155, 196])]"
3374,003374.jpg,"[(20, [25, 11, 181, 117]), (16, [229, 65, 43, 67]), (12, [134, 117, 177, 242])]"
3379,003379.jpg,"[(7, [67, 113, 342, 100])]"
3380,003380.jpg,"[(15, [7, 84, 241, 291]), (15, [244, 26, 256, 349])]"
3382,003382.jpg,"[(17, [3, 140, 124, 84]), (17, [5, 271, 230, 229]), (15, [145, 157, 230, 343])]"
3392,003392.jpg,"[(8, [134, 2, 363, 373])]"
3395,003395.jpg,"[(2, [77, 211, 240, 282]), (15, [81, 135, 241, 243])]"
3396,003396.jpg,"[(14, [13, 83, 363, 247]), (14, [191, 74, 196, 256]), (15, [123, 49, 248, 230]), (15, [286, 36, 141, 128])]"
3401,003401.jpg,"[(20, [245, 105, 56, 78]), (9, [18, 140, 173, 141])]"
